id,isi_berita,label
59,"Nusa Dua - Men's World Tennis Championship 2026 sudah memasuki seri V. Sayang, tiga petenis tuan rumah gagal melaju ke babak utama. Pada putaran final kualifikasi Seri V M-15 Men's World Tennis Championship 2026, Senin (7/9/2026), Indonesia menurunkan tiga wakilnya, yakni Ethan Jake Frans, Ethan David Zapp, dan Kareem Abdul Hakim. Tapi ketiganya malah gagal menuntaskan misinya lolos ke babak utama turnamen yang berhadiah total 20 ribu dolar AS. Ada total 32 petenis dari 14 negara yang tampil di babak kualifikasi. SCROLL TO CONTINUE WITH CONTENT Bertanding di lapangan A, Bali Beach Country Club, Nusa Dua, Ethan baru saja merayakan ulang tahun ke-17 itu harus tumbang dari unggulan keempat Shanker Heisnam. Ethan yang akhir pekan lalu jadi runner-up Seri IV bersama Rafalentino Da Costa kalah dengan skor 2-6 dan 3-6 dalam waktu 1,5 jam. ADVERTISEMENT Baca juga: Men's World Tennis Championship: Karan Singh Juara Seri IV Ethan Jake, 14 tahun, yang merupakan putra eks petenis Indonesia Wyne Prakusya kalah dari unggulan ketujuh asal Amerika Serikat Stefan Menichell, dengan skor 6-7 tiebreak 3 dan 3-6 dalam waktu 2 jam 4 menit. ""Saya tetap puas dengan performa saya di final kualifikasi ini. Apalagi saya kalah dari petenis asing seperti Stefan yang unggul teknik dan pengalaman serta peringkat ATP yang lebih tinggi,"" ujar Ethan Jake dalam rilis kepada detikSport. Wakil RI ketiga yang gagal adalah Kareem Abdul Hakim. Dia takluk dari unggulan kelima dari Selandia Baru, Matthew Shearer, 2-6 dan 5-7. Dengan hasil itu, Indonesia cuma punya empat wakil di babak utama, yakni unggulan kedua M Rifqi Fitriadi, serta Anthony Susanto, Nathan Bark, dan Rafalentino Ali Da Costa yang masuk ke babak utama dengan fasilitas wild card. Sementara itu di sektor ganda putra, Indonesia akan diperkuat oleh Rafalentino Ali Dacosta/Ethan David Zapp, Ethan Jake Frans/M. Ragil Putra, Anthony Susanto yang menggandeng petenis Taiwan Yang Cheng Chen sebagai pasangannya serta Kareem Abdul Hakim yang berpartner dengan Andrez Nech dari Hungaria. Baca juga: Men's World Tennis Championship: Rafalentino/Ethan Gagal Juara Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! (mrp/rin) ... Tautan telah disalin men's world tennis championship 2026 amman mineral men's world tennis championship 2026",sport
60,"Jakarta - Barra Ghaisan Zeinatma menunjukkan perkembangan positif pada musim debutnya di ESHARK Rok Cup Indonesia 2026. Turun di kelas Mini Rok, Pembalap muda Indonesia ini mampu mengoleksi sejumlah podium setelah menjalani proses adaptasi sepanjang musim. Pebalap berusia 13 tahun yang memperkuat Avenue Rising Star Racing Team itu baru tampil mulai Round 2 karena harus beradaptasi dengangokartbaru. Pada Seri 2, Barra finis di posisi ke-12, sebelum meningkat ke peringkat ke-10 pada Seri 3. Performa Barra semakin menonjol pada Seri 4. Ia meraih posisi kelima kategori Mini Newbie dan peringkat ketiga Mini Rok Rising Star. SCROLL TO CONTINUE WITH CONTENT Memasuki Seri 5, Barra kembali naik podium dengan menjadi juara pertama kategori Mini Newbie dan runner-up Mini Rok B. Performa tersebut berlanjut pada Seri 6 yang berlangsung 5-6 September 2026. Ia meraih posisi kedua Mini Newbie, posisi kelima Mini Rok, dan posisi keempat Mini Rok Rising Star. ""Musim pertama ini menjadi proses belajar yang sangat penting bagi Barra. Setiap seri memberikan pengalaman dan tantangan baru,"" kata ayah Barra, Jeffri Ardiatma, kepada awak media. ADVERTISEMENT Jeffri juga mengingatkan Barra untuk tetap memperhatikan pendidikan. Saat ini, Barra tercatat sebagai siswa kelas 7 SMP Labschool Cirendeu. ""Yang penting juga untuk Barra agar fokus dengan sekolahnya. Kami selalu berharap yang terbaik untuk Barra,"" lanjutnya. Setelah menyelesaikan musim pertamanya di kelas Mini Rok, Barra diproyeksikan naik ke kelas Junior Rok pada ESHARK Rok Cup Indonesia 2027. Ia juga dijadwalkan mengikuti sejumlah seri Rok Cup Asia di Macau, Malaysia, dan Thailand. Video: Momen Puluhan Remaja Terjaring Razia Balap Liar di Kota Pasuruan Video: Momen Puluhan Remaja Terjaring Razia Balap Liar di Kota Pasuruan (ran/yna) ... Tautan telah disalin gokart barra ghaisan zeinatma balapan",sport
61,"Jakarta - Marco Bezzecchi tak sabar menghadapi MotoGP San Marino 2026. Bagi pebalap Aprilia itu, balapan di Sirkuit Misano punya arti khusus karena lokasinya sangat dekat dengan kampung halamannya, Rimini. MotoGP San Marino akan berlangsung di Misano pada 11-13 September. Bezzecchi menyebut seri ini selalu terasa berbeda dibandingkan balapan lainnya. ""Grand Prix kandang selalu memiliki sesuatu yang ajaib dan spesial,"" kata Bezzecchi seperti dilansir Motosan . SCROLL TO CONTINUE WITH CONTENT Misano memang seperti rumah kedua bagi Bezzecchi. Sirkuit tersebut hanya berjarak beberapa kilometer dari Rimini, tempat kelahirannya. Saking dekatnya, Bezzecchi bahkan masih akan tinggal di rumah hingga Kamis sebelum pindah ke motorhome untuk menjalani rangkaian akhir pekan balapan. ADVERTISEMENT ""Misano benar-benar wilayah rumah saya. Saya di rumah sampai Kamis. Jadi, ya, ini luar biasa; selalu menjadi perasaan yang luar biasa, selalu memiliki rasa yang spesial,"" ujarnya. Baca juga: Jadwal MotoGP San Marino 2026: Misi Marc Marquez Kejar Jorge Martin Bezzecchi Datang dengan Modal Bagus Antusiasme Bezzecchi semakin besar setelah dua seri terakhir memberinya hasil positif. Ia berhasil mengumpulkan poin penting untuk tetap berada dalam persaingan gelar MotoGP 2026. ""Beberapa waktu terakhir memang cukup sulit, tetapi dua balapan terakhir berjalan dengan baik. Kami berhasil mendapatkan kembali beberapa poin,"" katanya. Setelah MotoGP Aragon, Bezzecchi berada di posisi ketiga klasemen. Ia tertinggal 24 poin dari Jorge Martin yang memimpin, sementara Marc Marquez berada di posisi kedua dengan selisih 19 poin dari Martin. Karena itu, balapan di Misano bukan sekadar home race bagi Bezzecchi. Pebalap Italia tersebut juga punya kesempatan untuk memangkas jarak dalam perebutan gelar di depan pendukungnya sendiri. ""Anda harus percaya pada diri sendiri, Anda harus berjuang. Kimi melakukannya, dan saya tentu akan berusaha memberikan yang terbaik,"" ujar Bezzecchi. Baca juga: Marc Marquez Makin Dekat, Jorge Martin Akan Lawan! (krs/yna) ... Tautan telah disalin san marino motogp marco bezzecchi sirkuit misano balapan antusiasme pebalap italia klasemen motogp home race gelar juara",sport
62,"Monza - Pebalap Mercedes GP Kimi Antonelli tampil luar biasa untuk memenangi F1 GP Italia 2026 . Tak cuma comeback, Antonelli bikin rekor baru. Pada balapan di Sirkuit Monza, Minggu (6/92/206) malam WIB, Antonelli mendapat penalti sehingga harus start dari grid alias posisi ke-19. Tapi, Antonelli cuma butuh dua lap untuk bisa mendekati posisi 10 besar dan kemudian mengambil alih balapan saat memasuki lap ke-18. Posisi itu dipertahankan Antonelli sampai akhir. SCROLL TO CONTINUE WITH CONTENT Kemenangan yang bikin Antonelli kukuh di puncak klasemen pebalap F1 dengan 267 poin, unggul 56 angka dari rekan setim George Russell di posisi kedua dan 76 angka dari Hamilton di posisi ketiga. Ini merupakan kemenangan ketujuh Antonelli musim ini, paling banyak sepanjang sejarah keikutsertaan pebalap Italia di F1. ADVERTISEMENT Baca juga: Hasil F1 GP Italia 2026: Kimi Antonelli Menang, Mercedes 1-2 Hebatnya Antonelli juga menyudahi puasa panjang pebalap Italia di Monza, setelah terakhir Ludovico Scarfiotti bersama Ferrari tahun 1966. Antonelli juga jadi pebalap termuda yang menang di Monza dalam usia 20 tahun 12 hari, sekaligus orang Italia pertama yang naik podium di balapan itu sejak 2005. ""Luar biasa! Saya senang sekali. Saya tidak pernah membayangkan bisa ada di sini hari ini, tapi kami mewujudkannya. Bak mimpi jadi nyata. Hari luar biasa. Saya tidak bisa melakukan ini tanpa bantuan tim, keluarga, dan semua yang mendukung saya,"" ujar Antonelli seperti dilansir Reuters. ""Masih ada beberapa balapan lagi, kami tidak boleh jemawa. Namun, kami akan menikmati dulu kemenangan hari ini,"" sambungnya. Baca juga: Hasil F1 GP Belanda 2026: Lando Norris Juara Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! (mrp/nds) ... Tautan telah disalin kimi antonelli mercedes gp f1 gp italia 2026 f1 gp italia f1 2026 formula 1 2026",sport
63,"Nusa Dua - Selesai sudah Seri IV M-15 Men's World Tennis Championship 2026 . Petenis India Karan Singh berjaya di nomor tunggal putra. Pada pertandingan final di Lapangan A, Bali Beach Country, Nusa Dua, Minggu (6/9/2026), Karan menghadapi perlawanan Isaac Becroft yang merupakan juara seri kedua Agustus lalu. Menyajikan dua karakter permainan yang berbeda, pertarungan keduanya seru dan menarik. Karan dengan gayanya yang tenang melawan kelincahan Isaac asal Selandia Baru. Karan akhirnya bisa menang 7-5 di set pertama. SCROLL TO CONTINUE WITH CONTENT Memasuki set kedua, intensitas pertandingan tetap berlangsung dengan tempo tinggi karena Isaac berupaya membalas kekalahan di set pertama. Karan merespons dengan baik dan terjadi susul-menyusul angka sampai laga harus dituntaskan dengan babak tiebreak karena sama kuat 6-6 Dengan kesabaran serta kelincahan dalam menutup area lapangan dari serangan lawan, Karan memenangi babak ini dengan skor 7-6 tiebreak 3. ADVERTISEMENT Baca juga: Men's World Tennis Championship: Rafalentino/Ethan Gagal Juara Karan senang bukan main bisa meraih gelar Seri IV. Apalagi gelar itu didapat setelah melewati duel 2 jam 5 menit kontra Isaac yang dinilai sebagai lawan yang tangguh. ""Merupakan sebuah kebanggaan dapat menjadi yang terbaik di ajang M-15 Bali. Apalagi lawan (Isaac Becroft) juga bermain sangat luar biasa. Gelar ini semakin menambah motivasi tampil di seri kelima,"" ujar Karan dalam rilis kepada detikSport. Karan berhak atas hadiah uang USD 2.160 serta tambahan 15 poin ATP, sementara Isaac mendapat USD 1.272 serta trofi. Penyerahan hadiah dilakukan Heru Gunawan selaku Area Business Team Leader BNI Kanwil Denpasar, yang didampingi Ketua Pelti periode 2018-2022 Rildo Ananda Anwar. TITF World Tennis Tour M-15 Amman Mineral Men's World Tennis Championship 2026 langsung lanjut ke Seri V, Senin (7/9). Ada 32 petenis di babak kualifikasi yang memperebutkan delapan slot ke babak utama. Baca juga: Men's World Tennis Championship: Ganda Indonesia Tembus Final Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! (mrp/nds) ... Tautan telah disalin men's world tennis championship 2026 amman mineral men's world tennis championship 2026 karan singh",sport
64,"Surabaya - Jete Run Festival 2026 baru saja selesai digelar akhir pekan ini. Event lari itu juga masuk buku rekor MURI . Ajang lari itu digelar di kawasan Balai Kota Surabaya, Minggu, (6/9/2026). Sekitar 6.000 pelari ambil bagian dalam dua kategori, yakni 5K dan 10K. Start dibuka langsung oleh Wali Kota Surabaya Eri Cahyadi. Jete Run tahun ini juga tampil dengan format yang lebih luas dan berbeda dari sebelumnya. Bukan hanya mengajak masyarakat berlari, penyelenggara mengemasnya menjadi festival olahraga dan gaya hidup dengan berbagai aktivitas pendukung. SCROLL TO CONTINUE WITH CONTENT Pemilihan Balai Kota Surabaya sebagai pusat Jete Run 2026 memberikan pengalaman berbeda bagi para peserta. Start dan finis berada di jantung kota, sementara rutenya membawa pelari melintasi sejumlah ruas jalan utama Surabaya yang penuh dengan lanskap ikonik Kota Pahlawan. Untuk kategori 5K, peserta memulai perjalanan dari Balai Kota Surabaya sebelum menuju Jalan Pemuda. Rute kemudian berlanjut melewati Jalan Panglima Sudirman, Jalan Basuki Rahmat, Jalan Gubernur Suryo, hingga Jalan Wuni sebelum kembali menuju garis finis di Balai Kota. ADVERTISEMENT Sedangkan untuk kategori 10K membawa pelari menjelajah area pusat kota dengan cakupan lebih luas. Selepas start dari Balai Kota, peserta bergerak menuju Jalan Pemuda, Jalan Panglima Sudirman, dan Jalan Basuki Rahmat. Para pelari kemudian diajak menikmati lanskap lainnya melalui Jalan Embong Malang, kawasan Blauran, Jalan Bubutan, Jalan Pahlawan, hingga Jalan Yos Sudarso sebelum kembali menyelesaikan lomba di kawasan Balai Kota Surabaya. Rute tersebut membuat peserta tidak sekadar menyelesaikan jarak. Mereka sekaligus melintasi sejumlah koridor pusat kota yang menjadi bagian dari wajah Surabaya. Di sepanjang jalur, penyelenggara turut menyediakan titik water station dan layanan medis untuk mendukung kebutuhan peserta selama kegiatan berlangsung. ""Jete Run tahun ini kita mengambil venue yang berbeda dari sebelum-sebelumnya di Citraland. Balai Kota jadi pilihan karena kita ingin menghadirkan nuansa lari dengan konsep lanskap kota modern khas Surabaya yang penuh nilai sejarah. Jadi, sepanjang rute, pelari akan melintasi jalanan dan tempat bersejarah di kota ini,"" ungkap Jhonny Thio Doran selaku CEO dan Founder Jete dalam rilis kepada detikSport. Baca juga: Jete Run 2026 Bidik 10 Ribu Pelari Banyaknya kegiatan yang menyertai penyelenggaraan Jete Run Festival 2026 kemudian menghasilkan catatan tersendiri. MURI memberikan penghargaan kepada Jete untuk kategori ajang lari dengan ragam kegiatan pendukung terbanyak. Jete Run Festival 2026 menghadirkan 21 kegiatan pendukung dalam berbagai kategori, mulai dari olahraga, wellness, kreativitas, hingga kegiatan yang mempertemukan berbagai komunitas. Rekor tersebut menjadi salah satu penanda perkembangan Jete Run dari sebuah kegiatan olahraga menuju festival dengan cakupan yang lebih luas. Jete Run 2026 Pecahkan Rekor MURI. (Foto: dok.Jete Run 2026) ""Terima kasih kepada seluruh masyarakat di Indonesia yang telah mendukung dan mempercayakan JETE sebagai pilihan Anda dalam beraktivitas sehari-hari. Mulai dari bekerja, berolahraga, dan menikmati hiburan di era digital. Pencapaian luar biasa ini mustahil tercapai tanpa adanya dukungan dari keluarga, tim, konsumen setia JETE dan masyarakat. Sekali lagi, terima kasih untuk semuanya,"" papar Jhonny. ""Piagam MURI yang didapat memang menjadi pencapaian terbaik di tahun ini. Namun, kita janganlah berada di atas angin dan melupakan kualitas. Ini adalah sebagai pengingat bagi brand untuk terus berinovasi di tengah teknologi yang terus berkembang dan memberikan yang terbaik. Terutama menjadikan Jete sebagai solusi kebutuhan produk aksesoris gadget, smarthome, dan wearable. Begitu juga dengan event olahraga dalam mendukung gaya hidup sehat,"" tutupnya. Baca juga: Jete Run Goes To Bali 2025 Sukses, Diikuti Ribuan Pelari Pertamina Patra Niaga Pecahkan Rekor MURI Lewat 8.100 Porsi Ayam Kecap Nusantara Pertamina Patra Niaga Pecahkan Rekor MURI Lewat 8.100 Porsi Ayam Kecap Nusantara (mrp/bay) ... Tautan telah disalin jete run festival 2026 jete jete run lari muri rekor muri",sport
65,"Jakarta - Menteri Komunikasi dan Digital (Menkomdigi) Meutya Hafid mengimbau masyarakat untuk tetap tenang dan meningkatkan kewaspadaan menyusul aktivitas erupsi Gunung Anak Krakatau di Selat Sunda. Ia juga meminta masyarakat memantau informasi dari sumber terpercaya. ""Yang paling penting adalah tetap tenang, tetapi jangan mengurangi kewaspadaan. Masyarakat perlu mengikuti arahan dari otoritas terkait dan memastikan informasi yang diterima berasal dari sumber yang dapat dipercaya,"" kata Meutya dalam keterangan tertulis, Minggu (6/9/2026). Seperti diketahui, Gunung Anak Krakatau (GAK) menunjukkan aktivitas vulkanik yang sangat signifikan sejak Jumat (4/9) malam dan kini statusnya berada pada Level III atau Siaga. Abu vulkanik juga telah terdeteksi menyebar ke sejumlah wilayah, termasuk Banten, DKI Jakarta, dan Jawa Barat. SCROLL TO CONTINUE WITH CONTENT Erupsi GAK pun menyebabkan sejumlah penerbangan dibatalkan dan menimbulkan kekhawatiran masyarakat akibat isu potensi tsunami yang akan ditimbulkan. Dentuman dan getaran yang sempat terjadi di sebagian wilayah Jawa Barat akibat aktivitas GAK juga cukup membuat masyarakat khawatir. Terkait hal ini, Meutya meminta masyarakat mengikuti perkembangan aktivitas Gunung Anak Krakatau dan kondisi sebaran abu vulkanik dari sumber-sumber resmi dan terpercaya, terutama melalui kanal resmi pemerintah, antara lain PVMBG, BMKG, BNPB, pemerintah daerah, serta instansi terkait lainnya. ADVERTISEMENT ""Pastikan keakuratan informasi dari pihak-pihak yang memiliki kewenangan terkait kebencanaan gunung berapi demi menghindari misinformasi atau informasi menyesatkan yang dapat menyebabkan keresahan,"" ungkapnya. Lebih lanjut, Meutya mengingatkan masyarakat untuk tidak menyebarkan informasi yang belum terverifikasi kebenarannya terkait kondisi Gunung Anak Krakatau. ""Dalam situasi seperti ini, informasi yang tidak benar dapat menimbulkan kepanikan. Karena itu, saring sebelum sharing. Pastikan informasi yang kita terima berasal dari sumber resmi dan dapat dipertanggungjawabkan,"" tegas Meutya. Meutya pun mendorong masyarakat agar tetap tenang, namun juga meningkatkan kewaspadaan, khususnya bagi warga yang tinggal di dekat GAK dan yang wilayahnya turut terdampak abu vulkanik. ""Tetap waspada, tetap tenang, dan jangan mudah percaya pada informasi yang belum jelas sumbernya dari mana,"" jelasnya. Sementara bagi masyarakat yang berada di wilayah terdampak abu vulkanik, Meutya mengimbau untuk melakukan sejumlah langkah demi menjaga keselamatan dan kesehatan. Pertama, gunakan masker yang tepat apabila harus beraktivitas di luar rumah, seperti masker N95 atau KN95, untuk membantu menyaring partikel abu vulkanik. Kedua, gunakan kacamata pelindung dan hindari penggunaan lensa kontak atau softlens selama kondisi udara masih dipengaruhi abu vulkanik. Ketiga, kurangi aktivitas di ruang terbuka. Apabila tidak ada keperluan mendesak, masyarakat disarankan untuk tetap berada di dalam ruangan dan membatasi paparan abu vulkanik. Keempat, bagi masyarakat yang harus berkendara, kurangi kecepatan dan tingkatkan kewaspadaan. Abu vulkanik dapat mengurangi jarak pandang dan membuat permukaan jalan menjadi licin. Kelima, cuci tangan dan wajah setelah beraktivitas di luar ruangan serta pastikan sumber air bersih terlindungi dari paparan abu. Selain itu, Meutya mengimbau masyarakat, wisatawan, dan nelayan untuk tidak mendekati kawasan Gunung Anak Krakatau atau melakukan aktivitas dalam radius 3 kilometer dari kawah aktif, sesuai rekomendasi PVMBG. ""Keselamatan adalah yang utama. Tidak perlu panik, namun tetap selalu waspada dan menjaga keselamatan serta kesehatan,"" pungka Meutya. (komdigi/sls) Tautan telah disalin komdigi",sport
66,"Monza - Pebalap Mercedes GP Kimi Antonelli berhasil merebut kemenangan di F1 GP Italia 2026 . Semakin lengkap karena rekan setimnya George Russell finis kedua. Pada balapan yang dihelat di Sirkuit Monza, Minggu (6/9/2026) malam WIB, Antonelli sejatinya tidak punya posisi start yang bagus, yakni dari urutan ketujuh. Apalagi dia mendapat penalti sehingga harus turun jauh ke urutan ke-19 alias start dari grid. SCROLL TO CONTINUE WITH CONTENT Pierre Gasly secara mengejutkan melajukan Alpine miliknya ke posisi pole, disusul Russell di posisi kedua, dan driver McLaren Oscar Piastri di posisi ketiga. Duo pebalap tuan rumah, Charles Leclerc dan Lewis Hamilton, di posisi keempat serta kelima. Bendera merah sudah muncul di lap kedua saat Leclerc harus out dari balapan karena menabrak dinding. ADVERTISEMENT Leclerc kehilangan kendali mobilnya tak lama setelah menyalip Piastri untuk naik ke posisi keempat. Russell saat itu masih memimpin balapan disusul Gasly dan Max Verstappen. Antonelli sudah naik tujuh strip ke urutan ke-12 saat insiden terjadi. Setelah itu Antonelli pelan tapi pasti mampu memperbaiki posisinya. Baca juga: Hasil F1 GP Belanda 2026: Lando Norris Juara Masuknya virtual safety car membuat Antonelli bisa mendekati Russell di sepertiga balapan. Salip-menyalip terjadi antara keduanya di lap ke-22, sebelum Antonelli mengunci posisi terdepan. Russell tidak mampu mengejar Antonelli sampai 53 lap berlalu, sehingga rekan setimnya itu muncul sebagai pemenang. Russell harus puas di posisi kedua disusul Verstappen. McLaren menempatkan dua pebalapnya di lima besar, Lando Norris di urutan keempat dan Piastri di urutan kelima. Hamilton menjaga nama baik Ferrari dengan finis keenam. Melengkapi 10 besar adalah Gasly, Arvid Lindblad, Franco Colapinto, dan Yuki Tsunoda. Antonelli makin kukuh di puncak klasemen F1 dengan 267 poin, unggul 56 angka dari Russell di posisi kedua dan 76 angka dari Hamilton di posisi ketiga. Hasil F1 GP Italia 2026 Pos Pebalap Tim Lap 1 Kimi Antonelli Mercedes AMG Petronas F1 Team 53 2 George Russell Mercedes AMG Petronas F1 Team +3.8s 3 Max Verstappen Oracle Red Bull Racing +14.7s 4 Lando Norris McLaren Mastercard F1 Team +19.0s 5 Oscar Piastri McLaren Mastercard F1 Team +19.2s 6 Lewis Hamilton Scuderia Ferrari HP +24.6s 7 Pierre Gasly BWT Alpine F1 Team +27.3s 8 Arvid Lindblad Visa Cash App Racing Bulls F1 Team +45.1s 9 Franco Colapinto BWT Alpine F1 Team +47.3s 10 Yuki Tsunoda Visa Cash App Racing Bulls F1 Team +58.1s 11 Gabriel Bortoleto Audi Revolut F1 Team +65.1s 12 Nico Hulkenberg Audi Revolut F1 Team +66.1s 13 Carlos Sainz Atlassian Williams F1 Team +74.1s 14 Liam Lawson Oracle Red Bull Racing +75.6s 15 Oliver Bearman TGR Haas F1 Team +78.9s 16 Esteban Ocon TGR Haas F1 Team +1 Lap 17 Alex Albon Atlassian Williams F1 Team +1 Lap 18 Sergio Perez Cadillac F1 Team +1 Lap 19 Valtteri Bottas Cadillac F1 Team +2 Laps DNF Lance Stroll Aston Martin Aramco F1 Team DNF DNF Fernando Alonso Aston Martin Aramco F1 Team DNF DNF Charles Leclerc Scuderia Ferrari HP DNF Baca juga: Kualifikasi F1 GP Belanda 2026: Norris Rebut Pole Position Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! Video Arteta Siap Tantang Napoli di Liga Champions: Rekor Kandang Mereka Kuat! (mrp/bay) ... Tautan telah disalin george russell kimi antonelli f1 gp italia 2026 f1 gp italia mercedes gp f1 2026 formula 1 2026",sport
67,"Austin - Sean Gelael dan Team WRT 32 akan coba meraih podium di Lone Star Le Mans dini hari nanti. Mereka start ketujuh. Keras keras mencapai posisi start itu didapat dari kualifikasi kelas LMGT3 di COTA, Minggu (6/9) dini hari WIB kemarin. Darren Leung sebagai pebalap bronze memulai di qualifying dengan baik untuk menuntaskan di posisi ke-8. Alhasil, Sean sebagai pebalap silver berhak tampil di Hyperpole. Dia tancap gas untuk membukukan waktu 2 menit 05,0888 detik untuk mencapai posisi ketujuh. SCROLL TO CONTINUE WITH CONTENT Ini merupakan pencapaian terbaik dari mobil BMW di seluruh kelas. Menurunkan empat mobil, masing-masing dua di Hypercar dan LMGT3, cuma bisa start di luar 10 besar. Sama halnya dengan mobil 69 di kelas LMGT3 yang start dari posisi ke-16. ADVERTISEMENT Baca juga: WEC 2026: WRT 32 Meraba COTA dari Hasil Free Practice ""Hasil yang bagus, Darren dan Sean bekerja sangat baik. Kami siap untuk lomba besok,"" ujar Augusto Farfus dalam rilis kepada detikSport. ""Austin selalu jadi tempat yang baik bagi saya, semoga besok juga begitu. Bismillah,"" timpal Sean. Race 6 Hours of COTA atau kini disebut Lone Star Le Mans itu disiarkan langsung di kanal youtube KUY Entertainment, Senin (7/9) mulai pukul 01.00 dini hari WIB. Baca juga: WEC 2026: Paruh Kedua Musim Dimulai, Team WRT 32 Lebih Pede Video Sean Gelael soal Olahraga Balap Dianggap Mahal: Semua Itu Relatif! Video Sean Gelael soal Olahraga Balap Dianggap Mahal: Semua Itu Relatif! (mrp/bay) ... Tautan telah disalin 6 hours of austin lone star le mans sean gelael team wrt 32 team wrt fia wec 2026 wec 2026",sport
68,"Jakarta - KTM punya sejumlah alasan merekrut Luca Marini ke Tech3 untuk MotoGP 2027. Pebalap Italia itu dinilai bukan cuma membawa pengalaman, tetapi juga bisa membantu KTM mengembangkan motor di era baru. Marini akan meninggalkan Honda HRC setelah tiga musim dan bergabung dengan Tech3 mulai 2027. Kepindahan tersebut sudah resmi diumumkan pada Agustus lalu. Ia akan menjadi salah satu bagian dari proyek baru Tech3 bersama KTM. Direktur motorsport KTM, Pit Beirer, mengungkapkan bahwa ketertarikan Marini terhadap proyek KTM menjadi salah satu faktor penting dalam keputusan tersebut. SCROLL TO CONTINUE WITH CONTENT ""Kami sangat senang dia bergabung dengan kami. Luca menunjukkan ketertarikannya sejak awal, dan menurut saya penting memiliki seseorang yang benar-benar ingin datang ke sini,"" kata Beirer seperti dilansir Crash.net . Baca juga: Luca Marini Gabung ke Tim Satelit KTM di MotoGP 2027 ADVERTISEMENT Bagi KTM, antusiasme itu bukan satu-satunya pertimbangan. Marini juga dianggap punya kemampuan yang dibutuhkan untuk membantu pengembangan motor. ""Ketika berbicara dengan orang-orang di sekitarnya, jelas bahwa dia juga merupakan sosok yang hebat untuk membantu membuat motor menjadi lebih baik,"" ujar Beirer. KTM Ingin Marini Bantu Kembangkan Motor MotoGP akan memasuki era baru pada 2027. Kapasitas mesin akan turun dari 1.000 cc menjadi 850 cc, disertai perubahan besar pada regulasi teknis dan penggunaan ban Pirelli. KTM sendiri sudah mempersiapkan proyek tersebut. Mereka telah menguji mesin yang dirancang untuk era regulasi baru dan memastikan Tech3 tetap menjadi bagian dari proyek KTM mulai 2027. Dalam situasi seperti itu, pengalaman pebalap menjadi sangat penting. Beirer mengatakan KTM memang sengaja mencari kombinasi pebalap berpengalaman dan pebalap muda untuk Tech3. Baca juga: 4 Rider Ini Masih Tunggu Kemenangan Perdana MotoGP ""Kami berkomitmen sejak awal: kami ingin pebalap muda dan kami ingin pebalap berpengalaman. Kami tidak ingin memiliki dua pebalap muda karena ini bukan tim rookie. Ini adalah tim MotoGP yang kuat dan sekelas tim utama."" Karena itu, KTM menilai kombinasi Marini dengan pebalap muda nantinya bisa menjadi formula yang ideal. Keputusan merekrut Marini juga mendapat respons positif dari para pebalap yang akan memperkuat KTM pada 2027. Beirer menyebut para pebalap baru KTM mengetahui kemampuan Marini dalam membantu pengembangan motor. ""Mereka sangat senang karena tahu apa yang bisa dilakukan Luca dan bagaimana dia bisa membantu mengembangkan motor,"" ujarnya. (krs/yna) ... Tautan telah disalin luca marini ktm motogp 2027 tech3 pengembangan motor pebalap italia antusiasme regulasi motogp pengalaman pebalap kombinasi pebalap muda dan berpengalaman",sport
